	initial	parent	pa	fragment	fa	lost	la	nr	bb	bbind
0	CC(CC1=CC2=C(C=C1)OCO2)N	[CH3:0][CH:1]([CH2:2][c:3]1[cH:4][c:5]2[c:6]([cH:7][cH:8]1)[O:9][CH2:10][O:11]2)[NH2:12]	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12})	[CH3:0][CH2:1][CH2:2][c:3]1[cH:4][c:5]2[c:6]([cH:7][cH:8]1)[O:9][CH2:10][O:11]2	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11})	[NH3:12]	frozenset({12})	1	1	[['1', '12']]
1	CC(CC1=CC2=C(C=C1)OCO2)N	[CH3:0][CH:1]([CH2:2][c:3]1[cH:4][c:5]2[c:6]([cH:7][cH:8]1)[O:9][CH2:10][O:11]2)[NH2:12]	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12})	[CH3:0][CH2:1][CH2:2][c:3]1[cH:4][c:5]2[c:6]([cH:7][cH:8]1)[O:9][CH2:10][O:11]2	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11})	[NH3:12]	frozenset({12})	1	1	"[[""1"", ""12""]]"
2	CC(CC1=CC2=C(C=C1)OCO2)N	[CH3:0][CH:1]([CH2:2][c:3]1[cH:4][c:5]2[c:6]([cH:7][cH:8]1)[O:9][CH2:10][O:11]2)[NH2:12]	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12})	[CH3:2][c:3]1[cH:4][c:5]2[c:6]([cH:7][cH:8]1)[O:9][CH2:10][O:11]2	frozenset({2, 3, 4, 5, 6, 7, 8, 9, 10, 11})	[CH3:0][CH2:1][NH2:12]	frozenset({0, 1, 12})	1	1	[['1', '2']]
3	CC(CC1=CC2=C(C=C1)OCO2)N	[CH3:0][CH:1]([CH2:2][c:3]1[cH:4][c:5]2[c:6]([cH:7][cH:8]1)[O:9][CH2:10][O:11]2)[NH2:12]	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12})	[CH3:2][c:3]1[cH:4][c:5]2[c:6]([cH:7][cH:8]1)[O:9][CH2:10][O:11]2	frozenset({2, 3, 4, 5, 6, 7, 8, 9, 10, 11})	[CH3:0][CH2:1][NH2:12]	frozenset({0, 1, 12})	1	1	"[[""1"", ""2""]]"
4	CC(CC1=CC2=C(C=C1)OCO2)N	[CH3:0][CH2:1][CH2:2][c:3]1[cH:4][c:5]2[c:6]([cH:7][cH:8]1)[O:9][CH2:10][O:11]2	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11})	[CH3:2][c:3]1[cH:4][c:5]2[c:6]([cH:7][cH:8]1)[O:9][CH2:10][O:11]2	frozenset({2, 3, 4, 5, 6, 7, 8, 9, 10, 11})	[CH3:0][CH3:1]	frozenset({0, 1})	1	1	[['1', '2']]
5	CC(CC1=CC2=C(C=C1)OCO2)N	[CH3:0][CH2:1][CH2:2][c:3]1[cH:4][c:5]2[c:6]([cH:7][cH:8]1)[O:9][CH2:10][O:11]2	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11})	[CH3:2][c:3]1[cH:4][c:5]2[c:6]([cH:7][cH:8]1)[O:9][CH2:10][O:11]2	frozenset({2, 3, 4, 5, 6, 7, 8, 9, 10, 11})	[CH3:0][CH3:1]	frozenset({0, 1})	1	1	"[[""1"", ""2""]]"
6	CC(CC1=CC2=C(C=C1)OCO2)N	[CH3:0][CH2:1][CH2:2][c:3]1[cH:4][c:5]2[c:6]([cH:7][cH:8]1)[O:9][CH2:10][O:11]2	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11})	[CH3:0][CH2:1][CH2:2][c:3]1[cH:4][cH:5][c:6]([OH:9])[cH:7][cH:8]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9})	[CH3:10][OH:11]	frozenset({10, 11})	1	2	[['11', '5'], ['9', '10']]
7	CC(CC1=CC2=C(C=C1)OCO2)N	[CH3:0][CH2:1][CH2:2][c:3]1[cH:4][c:5]2[c:6]([cH:7][cH:8]1)[O:9][CH2:10][O:11]2	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11})	[CH3:0][CH2:1][CH2:2][c:3]1[cH:4][cH:5][c:6]([OH:9])[cH:7][cH:8]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9})	[CH3:10][OH:11]	frozenset({10, 11})	1	2	"[[""11"", ""5""], [""9"", ""10""]]"
8	CC(CC1=CC2=C(C=C1)OCO2)N	[CH3:0][CH2:1][CH2:2][c:3]1[cH:4][c:5]2[c:6]([cH:7][cH:8]1)[O:9][CH2:10][O:11]2	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11})	[CH3:0][CH2:1][CH2:2][c:3]1[cH:4][c:5]([OH:11])[cH:6][cH:7][cH:8]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 11})	[OH:9][CH3:10]	frozenset({9, 10})	1	2	[['6', '9'], ['10', '11']]
9	CC(CC1=CC2=C(C=C1)OCO2)N	[CH3:0][CH2:1][CH2:2][c:3]1[cH:4][c:5]2[c:6]([cH:7][cH:8]1)[O:9][CH2:10][O:11]2	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11})	[CH3:0][CH2:1][CH2:2][c:3]1[cH:4][c:5]([OH:11])[cH:6][cH:7][cH:8]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 11})	[OH:9][CH3:10]	frozenset({9, 10})	1	2	"[[""6"", ""9""], [""10"", ""11""]]"
10	CC(CC1=CC2=C(C=C1)OCO2)N	[CH3:0][CH2:1][CH2:2][c:3]1[cH:4][c:5]([OH:11])[cH:6][cH:7][cH:8]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 11})	[CH3:0][CH2:1][CH2:2][c:3]([cH2:4])[cH:8][cH:7][cH2:6]	frozenset({0, 1, 2, 3, 4, 6, 7, 8})	[cH3:5][OH:11]	frozenset({11, 5})	1	2	[['4', '5'], ['5', '6']]
11	CC(CC1=CC2=C(C=C1)OCO2)N	[CH3:0][CH2:1][CH2:2][c:3]1[cH:4][c:5]([OH:11])[cH:6][cH:7][cH:8]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 11})	[CH3:0][CH2:1][CH2:2][c:3]([cH2:4])[cH:8][cH:7][cH2:6]	frozenset({0, 1, 2, 3, 4, 6, 7, 8})	[cH3:5][OH:11]	frozenset({11, 5})	1	2	"[[""4"", ""5""], [""5"", ""6""]]"
12	CC(CC1=CC2=C(C=C1)OCO2)N	[CH3:0][CH2:1][CH2:2][c:3]1[cH:4][cH:5][c:6]([OH:9])[cH:7][cH:8]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9})	[CH3:0][CH2:1][CH2:2][c:3]([cH:4][cH2:5])[cH:8][cH2:7]	frozenset({0, 1, 2, 3, 4, 5, 7, 8})	[cH3:6][OH:9]	frozenset({9, 6})	1	2	[['5', '6'], ['6', '7']]
13	CC(CC1=CC2=C(C=C1)OCO2)N	[CH3:0][CH2:1][CH2:2][c:3]1[cH:4][cH:5][c:6]([OH:9])[cH:7][cH:8]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9})	[CH3:0][CH2:1][CH2:2][c:3]([cH:4][cH2:5])[cH:8][cH2:7]	frozenset({0, 1, 2, 3, 4, 5, 7, 8})	[cH3:6][OH:9]	frozenset({9, 6})	1	2	"[[""5"", ""6""], [""6"", ""7""]]"
14	CC(CC1=CC2=C(C=C1)OCO2)CNC	[CH3:0][CH:1]([CH2:2][c:3]1[cH:4][c:5]2[c:6]([cH:7][cH:8]1)[O:9][CH2:10][O:11]2)[CH2:12][NH:13][CH3:14]	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14})	[CH3:0][CH:1]([CH2:2][c:3]1[cH:4][c:5]2[c:6]([cH:7][cH:8]1)[O:9][CH2:10][O:11]2)[CH3:12]	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12})	[NH2:13][CH3:14]	frozenset({13, 14})	1	1	[['12', '13']]
15	CC(CC1=CC2=C(C=C1)OCO2)CNC	[CH3:0][CH:1]([CH2:2][c:3]1[cH:4][c:5]2[c:6]([cH:7][cH:8]1)[O:9][CH2:10][O:11]2)[CH2:12][NH:13][CH3:14]	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14})	[CH3:0][CH:1]([CH2:2][c:3]1[cH:4][c:5]2[c:6]([cH:7][cH:8]1)[O:9][CH2:10][O:11]2)[CH3:12]	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12})	[NH2:13][CH3:14]	frozenset({13, 14})	1	1	"[[""12"", ""13""]]"
16	CC(CC1=CC2=C(C=C1)OCO2)CNC	[CH3:0][CH:1]([CH2:2][c:3]1[cH:4][c:5]2[c:6]([cH:7][cH:8]1)[O:9][CH2:10][O:11]2)[CH2:12][NH:13][CH3:14]	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14})	[CH3:2][c:3]1[cH:4][c:5]2[c:6]([cH:7][cH:8]1)[O:9][CH2:10][O:11]2	frozenset({2, 3, 4, 5, 6, 7, 8, 9, 10, 11})	[CH3:0][CH2:1][CH2:12][NH:13][CH3:14]	frozenset({0, 1, 12, 13, 14})	1	1	[['1', '2']]
17	CC(CC1=CC2=C(C=C1)OCO2)CNC	[CH3:0][CH:1]([CH2:2][c:3]1[cH:4][c:5]2[c:6]([cH:7][cH:8]1)[O:9][CH2:10][O:11]2)[CH2:12][NH:13][CH3:14]	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14})	[CH3:2][c:3]1[cH:4][c:5]2[c:6]([cH:7][cH:8]1)[O:9][CH2:10][O:11]2	frozenset({2, 3, 4, 5, 6, 7, 8, 9, 10, 11})	[CH3:0][CH2:1][CH2:12][NH:13][CH3:14]	frozenset({0, 1, 12, 13, 14})	1	1	"[[""1"", ""2""]]"
18	CC(CC1=CC2=C(C=C1)OCO2)CNC	[CH3:0][CH:1]([CH2:2][c:3]1[cH:4][c:5]2[c:6]([cH:7][cH:8]1)[O:9][CH2:10][O:11]2)[CH3:12]	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12})	[CH3:0][CH:1]([CH2:2][c:3]1[cH:4][cH:5][c:6]([OH:9])[cH:7][cH:8]1)[CH3:12]	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 12})	[CH3:10][OH:11]	frozenset({10, 11})	1	2	[['11', '5'], ['9', '10']]
19	CC(CC1=CC2=C(C=C1)OCO2)CNC	[CH3:0][CH:1]([CH2:2][c:3]1[cH:4][c:5]2[c:6]([cH:7][cH:8]1)[O:9][CH2:10][O:11]2)[CH3:12]	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12})	[CH3:0][CH:1]([CH2:2][c:3]1[cH:4][cH:5][c:6]([OH:9])[cH:7][cH:8]1)[CH3:12]	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 12})	[CH3:10][OH:11]	frozenset({10, 11})	1	2	"[[""11"", ""5""], [""9"", ""10""]]"
20	CC(CC1=CC2=C(C=C1)OCO2)CNC	[CH3:0][CH:1]([CH2:2][c:3]1[cH:4][c:5]2[c:6]([cH:7][cH:8]1)[O:9][CH2:10][O:11]2)[CH3:12]	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12})	[CH3:0][CH:1]([CH2:2][c:3]1[cH:4][c:5]([OH:11])[cH:6][cH:7][cH:8]1)[CH3:12]	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 11, 12})	[OH:9][CH3:10]	frozenset({9, 10})	1	2	[['6', '9'], ['10', '11']]
21	CC(CC1=CC2=C(C=C1)OCO2)CNC	[CH3:0][CH:1]([CH2:2][c:3]1[cH:4][c:5]2[c:6]([cH:7][cH:8]1)[O:9][CH2:10][O:11]2)[CH3:12]	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12})	[CH3:0][CH:1]([CH2:2][c:3]1[cH:4][c:5]([OH:11])[cH:6][cH:7][cH:8]1)[CH3:12]	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 11, 12})	[OH:9][CH3:10]	frozenset({9, 10})	1	2	"[[""6"", ""9""], [""10"", ""11""]]"
22	CC(CC1=CC2=C(C=C1)OCO2)CNC	[CH3:0][CH:1]([CH2:2][c:3]1[cH:4][c:5]2[c:6]([cH:7][cH:8]1)[O:9][CH2:10][O:11]2)[CH3:12]	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12})	[CH3:2][c:3]1[cH:4][c:5]2[c:6]([cH:7][cH:8]1)[O:9][CH2:10][O:11]2	frozenset({2, 3, 4, 5, 6, 7, 8, 9, 10, 11})	[CH3:0][CH2:1][CH3:12]	frozenset({0, 1, 12})	1	1	[['1', '2']]
23	CC(CC1=CC2=C(C=C1)OCO2)CNC	[CH3:0][CH:1]([CH2:2][c:3]1[cH:4][c:5]2[c:6]([cH:7][cH:8]1)[O:9][CH2:10][O:11]2)[CH3:12]	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12})	[CH3:2][c:3]1[cH:4][c:5]2[c:6]([cH:7][cH:8]1)[O:9][CH2:10][O:11]2	frozenset({2, 3, 4, 5, 6, 7, 8, 9, 10, 11})	[CH3:0][CH2:1][CH3:12]	frozenset({0, 1, 12})	1	1	"[[""1"", ""2""]]"
24	C1=C(C=C(C(=C1I)O)I)CC(C(=O)O)N	[cH:0]1[c:1]([CH2:9][CH:10]([C:11](=[O:12])[OH:13])[NH2:14])[cH:2][c:3]([I:8])[c:4]([OH:7])[c:5]1[I:6]	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14})	[cH:0]1[c:1]([CH2:9][CH2:10][C:11](=[O:12])[OH:13])[cH:2][c:3]([I:8])[c:4]([OH:7])[c:5]1[I:6]	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13})	[NH3:14]	frozenset({14})	1	1	[['10', '14']]
25	C1=C(C=C(C(=C1I)O)I)CC(C(=O)O)N	[cH:0]1[c:1]([CH2:9][CH:10]([C:11](=[O:12])[OH:13])[NH2:14])[cH:2][c:3]([I:8])[c:4]([OH:7])[c:5]1[I:6]	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14})	[cH:0]1[c:1]([CH2:9][CH2:10][C:11](=[O:12])[OH:13])[cH:2][c:3]([I:8])[c:4]([OH:7])[c:5]1[I:6]	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13})	[NH3:14]	frozenset({14})	1	1	"[[""10"", ""14""]]"
26	C1=C(C=C(C(=C1I)O)I)CC(C(=O)O)N	[cH:0]1[c:1]([CH2:9][CH:10]([C:11](=[O:12])[OH:13])[NH2:14])[cH:2][c:3]([I:8])[c:4]([OH:7])[c:5]1[I:6]	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14})	[cH:0]1[c:1]([CH2:9][CH2:10][NH2:14])[cH:2][c:3]([I:8])[c:4]([OH:7])[c:5]1[I:6]	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14})	[CH:11](=[O:12])[OH:13]	frozenset({11, 12, 13})	1	1	[['10', '11']]
27	C1=C(C=C(C(=C1I)O)I)CC(C(=O)O)N	[cH:0]1[c:1]([CH2:9][CH:10]([C:11](=[O:12])[OH:13])[NH2:14])[cH:2][c:3]([I:8])[c:4]([OH:7])[c:5]1[I:6]	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14})	[cH:0]1[c:1]([CH2:9][CH2:10][NH2:14])[cH:2][c:3]([I:8])[c:4]([OH:7])[c:5]1[I:6]	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14})	[CH:11](=[O:12])[OH:13]	frozenset({11, 12, 13})	1	1	"[[""10"", ""11""]]"
28	C1C(=O)NC2=C(C=C(C=C2)N)C(=N1)C3=CC=CC=C3Cl	[CH2:0]1[C:1](=[O:2])[NH:3][c:4]2[c:5]([cH:6][c:7]([NH2:10])[cH:8][cH:9]2)[C:11]([c:13]2[cH:14][cH:15][cH:16][cH:17][c:18]2[Cl:19])=[N:12]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19})	[CH2:0]1[C:1](=[O:2])[NH:3][c:4]2[c:5]([cH:6][c:7]([NH2:10])[cH:8][cH:9]2)[C:11]([c:13]2[cH:14][cH:15][cH:16][cH:17][cH:18]2)=[N:12]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18})	[ClH:19]	frozenset({19})	1	1	[['18', '19']]
29	C1C(=O)NC2=C(C=C(C=C2)N)C(=N1)C3=CC=CC=C3Cl	[CH2:0]1[C:1](=[O:2])[NH:3][c:4]2[c:5]([cH:6][c:7]([NH2:10])[cH:8][cH:9]2)[C:11]([c:13]2[cH:14][cH:15][cH:16][cH:17][c:18]2[Cl:19])=[N:12]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19})	[CH2:0]1[C:1](=[O:2])[NH:3][c:4]2[c:5]([cH:6][c:7]([NH2:10])[cH:8][cH:9]2)[C:11]([c:13]2[cH:14][cH:15][cH:16][cH:17][cH:18]2)=[N:12]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18})	[ClH:19]	frozenset({19})	1	1	"[[""18"", ""19""]]"
30	C1C(=O)NC2=C(C=C(C=C2)N)C(=N1)C3=CC=CC=C3Cl	[CH2:0]1[C:1](=[O:2])[NH:3][c:4]2[c:5]([cH:6][c:7]([NH2:10])[cH:8][cH:9]2)[C:11]([c:13]2[cH:14][cH:15][cH:16][cH:17][cH:18]2)=[N:12]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18})	[CH3:0][N:12]=[C:11]([c:5]1[c:4]([NH2:3])[cH:9][cH:8][c:7]([NH2:10])[cH:6]1)[c:13]1[cH:14][cH:15][cH:16][cH:17][cH:18]1	frozenset({0, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18})	[CH2:1]=[O:2]	frozenset({1, 2})	1	2	[['0', '1'], ['1', '3']]
31	C1C(=O)NC2=C(C=C(C=C2)N)C(=N1)C3=CC=CC=C3Cl	[CH2:0]1[C:1](=[O:2])[NH:3][c:4]2[c:5]([cH:6][c:7]([NH2:10])[cH:8][cH:9]2)[C:11]([c:13]2[cH:14][cH:15][cH:16][cH:17][cH:18]2)=[N:12]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18})	[CH3:0][N:12]=[C:11]([c:5]1[c:4]([NH2:3])[cH:9][cH:8][c:7]([NH2:10])[cH:6]1)[c:13]1[cH:14][cH:15][cH:16][cH:17][cH:18]1	frozenset({0, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18})	[CH2:1]=[O:2]	frozenset({1, 2})	1	2	"[[""0"", ""1""], [""1"", ""3""]]"
32	CN1C(=O)CN=C(C2=C1C=CC(=C2)N)C3=CC=CC=C3F	[CH3:0][N:1]1[C:2](=[O:3])[CH2:4][N:5]=[C:6]([c:14]2[cH:15][cH:16][cH:17][cH:18][c:19]2[F:20])[c:7]2[c:8]1[cH:9][cH:10][c:11]([NH2:13])[cH:12]2	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20})	[CH3:0][NH:1][c:8]1[c:7]([C:6](=[N:5][CH3:4])[c:14]2[cH:15][cH:16][cH:17][cH:18][c:19]2[F:20])[cH:12][c:11]([NH2:13])[cH:10][cH:9]1	frozenset({0, 1, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20})	[CH2:2]=[O:3]	frozenset({2, 3})	1	2	[['1', '2'], ['2', '4']]
33	CN1C(=O)CN=C(C2=C1C=CC(=C2)N)C3=CC=CC=C3F	[CH3:0][N:1]1[C:2](=[O:3])[CH2:4][N:5]=[C:6]([c:14]2[cH:15][cH:16][cH:17][cH:18][c:19]2[F:20])[c:7]2[c:8]1[cH:9][cH:10][c:11]([NH2:13])[cH:12]2	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20})	[CH3:0][NH:1][c:8]1[c:7]([C:6](=[N:5][CH3:4])[c:14]2[cH:15][cH:16][cH:17][cH:18][c:19]2[F:20])[cH:12][c:11]([NH2:13])[cH:10][cH:9]1	frozenset({0, 1, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20})	[CH2:2]=[O:3]	frozenset({2, 3})	1	2	"[[""1"", ""2""], [""2"", ""4""]]"
34	CN1C(=O)CN=C(C2=C1C=CC(=C2)N)C3=CC=CC=C3F	[CH3:0][N:1]1[C:2](=[O:3])[CH2:4][N:5]=[C:6]([c:14]2[cH:15][cH:16][cH:17][cH:18][c:19]2[F:20])[c:7]2[c:8]1[cH:9][cH:10][c:11]([NH2:13])[cH:12]2	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20})	[CH3:0][NH:1][c:8]1[c:7]([CH2:6][c:14]2[cH:15][cH:16][cH:17][cH:18][c:19]2[F:20])[cH:12][c:11]([NH2:13])[cH:10][cH:9]1	frozenset({0, 1, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20})	[CH:2](=[O:3])[CH2:4][NH2:5]	frozenset({2, 3, 4, 5})	1	2	[['1', '2'], ['5', '6']]
35	CN1C(=O)CN=C(C2=C1C=CC(=C2)N)C3=CC=CC=C3F	[CH3:0][N:1]1[C:2](=[O:3])[CH2:4][N:5]=[C:6]([c:14]2[cH:15][cH:16][cH:17][cH:18][c:19]2[F:20])[c:7]2[c:8]1[cH:9][cH:10][c:11]([NH2:13])[cH:12]2	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20})	[CH3:0][NH:1][c:8]1[c:7]([CH2:6][c:14]2[cH:15][cH:16][cH:17][cH:18][c:19]2[F:20])[cH:12][c:11]([NH2:13])[cH:10][cH:9]1	frozenset({0, 1, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20})	[CH:2](=[O:3])[CH2:4][NH2:5]	frozenset({2, 3, 4, 5})	1	2	"[[""1"", ""2""], [""5"", ""6""]]"
36	CN1C(=O)CN=C(C2=C1C=CC(=C2)N)C3=CC=CC=C3F	[CH3:0][N:1]1[C:2](=[O:3])[CH2:4][N:5]=[C:6]([c:14]2[cH:15][cH:16][cH:17][cH:18][c:19]2[F:20])[c:7]2[c:8]1[cH:9][cH:10][c:11]([NH2:13])[cH:12]2	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20})	[CH3:4][N:5]=[C:6]([c:7]1[cH:8][cH:9][cH:10][c:11]([NH2:13])[cH:12]1)[c:14]1[cH:15][cH:16][cH:17][cH:18][c:19]1[F:20]	frozenset({4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20})	[CH3:0][NH:1][CH:2]=[O:3]	frozenset({0, 1, 2, 3})	1	2	[['2', '4'], ['8', '1']]
37	CN1C(=O)CN=C(C2=C1C=CC(=C2)N)C3=CC=CC=C3F	[CH3:0][N:1]1[C:2](=[O:3])[CH2:4][N:5]=[C:6]([c:14]2[cH:15][cH:16][cH:17][cH:18][c:19]2[F:20])[c:7]2[c:8]1[cH:9][cH:10][c:11]([NH2:13])[cH:12]2	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20})	[CH3:4][N:5]=[C:6]([c:7]1[cH:8][cH:9][cH:10][c:11]([NH2:13])[cH:12]1)[c:14]1[cH:15][cH:16][cH:17][cH:18][c:19]1[F:20]	frozenset({4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20})	[CH3:0][NH:1][CH:2]=[O:3]	frozenset({0, 1, 2, 3})	1	2	"[[""2"", ""4""], [""8"", ""1""]]"
38	CN1C(=O)CN=C(C2=C1C=CC(=C2)N)C3=CC=CC=C3F	[CH3:0][NH:1][c:8]1[c:7]([CH2:6][c:14]2[cH:15][cH:16][cH:17][cH:18][c:19]2[F:20])[cH:12][c:11]([NH2:13])[cH:10][cH:9]1	frozenset({0, 1, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20})	[CH3:0][NH:1][c:8]1[c:7]([CH3:6])[cH:12][c:11]([NH2:13])[cH:10][cH:9]1	frozenset({0, 1, 6, 7, 8, 9, 10, 11, 12, 13})	[cH:14]1[cH:15][cH:16][cH:17][cH:18][c:19]1[F:20]	frozenset({14, 15, 16, 17, 18, 19, 20})	1	1	[['6', '14']]
39	CN1C(=O)CN=C(C2=C1C=CC(=C2)N)C3=CC=CC=C3F	[CH3:0][NH:1][c:8]1[c:7]([CH2:6][c:14]2[cH:15][cH:16][cH:17][cH:18][c:19]2[F:20])[cH:12][c:11]([NH2:13])[cH:10][cH:9]1	frozenset({0, 1, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20})	[CH3:0][NH:1][c:8]1[c:7]([CH3:6])[cH:12][c:11]([NH2:13])[cH:10][cH:9]1	frozenset({0, 1, 6, 7, 8, 9, 10, 11, 12, 13})	[cH:14]1[cH:15][cH:16][cH:17][cH:18][c:19]1[F:20]	frozenset({14, 15, 16, 17, 18, 19, 20})	1	1	"[[""6"", ""14""]]"
40	CN1C(=O)CN=C(C2=C1C=CC(=C2)N)C3=CC=CC=C3F	[CH3:4][N:5]=[C:6]([c:7]1[cH:8][cH:9][cH:10][c:11]([NH2:13])[cH:12]1)[c:14]1[cH:15][cH:16][cH:17][cH:18][c:19]1[F:20]	frozenset({4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20})	[CH3:4][N:5]=[CH:6][c:7]1[cH:8][cH:9][cH:10][c:11]([NH2:13])[cH:12]1	frozenset({4, 5, 6, 7, 8, 9, 10, 11, 12, 13})	[cH:14]1[cH:15][cH:16][cH:17][cH:18][c:19]1[F:20]	frozenset({14, 15, 16, 17, 18, 19, 20})	1	1	[['6', '14']]
