	initial	parent	pa	fragment	fa	lost	la	nr	bb	bbind
188	C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N	[c:0]1([C:9](=[O:10])[N:11]=[C:12]([NH2:13])[NH2:14])[c:1]([NH2:8])[n:2][c:3]([NH2:7])[c:4]([Cl:6])[n:5]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14})	[c:0]1([C:9](=[O:10])[N:11]=[CH:12][NH2:14])[c:1]([NH2:8])[n:2][c:3]([NH2:7])[c:4]([Cl:6])[n:5]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14})	[NH3:13]	frozenset({13})	1	1	[['12', '13']]
189	C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N	[c:0]1([C:9](=[O:10])[N:11]=[C:12]([NH2:13])[NH2:14])[c:1]([NH2:8])[n:2][c:3]([NH2:7])[c:4]([Cl:6])[n:5]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14})	[c:0]1([C:9](=[O:10])[N:11]=[CH:12][NH2:14])[c:1]([NH2:8])[n:2][c:3]([NH2:7])[c:4]([Cl:6])[n:5]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14})	[NH3:13]	frozenset({13})	1	1	"[[""12"", ""13""]]"
190	C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N	[c:0]1([C:9](=[O:10])[N:11]=[C:12]([NH2:13])[NH2:14])[c:1]([NH2:8])[n:2][c:3]([NH2:7])[c:4]([Cl:6])[n:5]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14})	[c:0]1([C:9](=[O:10])[N:11]=[CH:12][NH2:13])[c:1]([NH2:8])[n:2][c:3]([NH2:7])[c:4]([Cl:6])[n:5]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13})	[NH3:14]	frozenset({14})	1	1	[['12', '14']]
191	C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N	[c:0]1([C:9](=[O:10])[N:11]=[C:12]([NH2:13])[NH2:14])[c:1]([NH2:8])[n:2][c:3]([NH2:7])[c:4]([Cl:6])[n:5]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14})	[c:0]1([C:9](=[O:10])[N:11]=[CH:12][NH2:13])[c:1]([NH2:8])[n:2][c:3]([NH2:7])[c:4]([Cl:6])[n:5]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13})	[NH3:14]	frozenset({14})	1	1	"[[""12"", ""14""]]"
192	C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N	[c:0]1([C:9](=[O:10])[N:11]=[C:12]([NH2:13])[NH2:14])[c:1]([NH2:8])[n:2][c:3]([NH2:7])[c:4]([Cl:6])[n:5]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14})	[c:0]1([C:9](=[O:10])[N:11]=[C:12]([NH2:13])[NH2:14])[c:1]([NH2:8])[n:2][cH:3][c:4]([Cl:6])[n:5]1	frozenset({0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14})	[NH3:7]	frozenset({7})	1	1	[['3', '7']]
193	C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N	[c:0]1([C:9](=[O:10])[N:11]=[C:12]([NH2:13])[NH2:14])[c:1]([NH2:8])[n:2][c:3]([NH2:7])[c:4]([Cl:6])[n:5]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14})	[c:0]1([C:9](=[O:10])[N:11]=[C:12]([NH2:13])[NH2:14])[c:1]([NH2:8])[n:2][cH:3][c:4]([Cl:6])[n:5]1	frozenset({0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14})	[NH3:7]	frozenset({7})	1	1	"[[""3"", ""7""]]"
194	C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N	[c:0]1([C:9](=[O:10])[N:11]=[C:12]([NH2:13])[NH2:14])[c:1]([NH2:8])[n:2][c:3]([NH2:7])[c:4]([Cl:6])[n:5]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14})	[c:0]1([C:9](=[O:10])[N:11]=[C:12]([NH2:13])[NH2:14])[cH:1][n:2][c:3]([NH2:7])[c:4]([Cl:6])[n:5]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14})	[NH3:8]	frozenset({8})	1	1	[['1', '8']]
195	C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N	[c:0]1([C:9](=[O:10])[N:11]=[C:12]([NH2:13])[NH2:14])[c:1]([NH2:8])[n:2][c:3]([NH2:7])[c:4]([Cl:6])[n:5]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14})	[c:0]1([C:9](=[O:10])[N:11]=[C:12]([NH2:13])[NH2:14])[cH:1][n:2][c:3]([NH2:7])[c:4]([Cl:6])[n:5]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14})	[NH3:8]	frozenset({8})	1	1	"[[""1"", ""8""]]"
196	C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N	[c:0]1([C:9](=[O:10])[N:11]=[C:12]([NH2:13])[NH2:14])[c:1]([NH2:8])[n:2][c:3]([NH2:7])[c:4]([Cl:6])[n:5]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14})	[c:0]1([CH:9]=[O:10])[c:1]([NH2:8])[n:2][c:3]([NH2:7])[c:4]([Cl:6])[n:5]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10})	[NH:11]=[C:12]([NH2:13])[NH2:14]	frozenset({11, 12, 13, 14})	1	1	[['9', '11']]
197	C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N	[c:0]1([C:9](=[O:10])[N:11]=[C:12]([NH2:13])[NH2:14])[c:1]([NH2:8])[n:2][c:3]([NH2:7])[c:4]([Cl:6])[n:5]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14})	[c:0]1([CH:9]=[O:10])[c:1]([NH2:8])[n:2][c:3]([NH2:7])[c:4]([Cl:6])[n:5]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10})	[NH:11]=[C:12]([NH2:13])[NH2:14]	frozenset({11, 12, 13, 14})	1	1	"[[""9"", ""11""]]"
198	C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N	[c:0]1([C:9](=[O:10])[N:11]=[CH:12][NH2:13])[c:1]([NH2:8])[n:2][c:3]([NH2:7])[c:4]([Cl:6])[n:5]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13})	[c:0]1([CH:9]=[O:10])[c:1]([NH2:8])[n:2][c:3]([NH2:7])[c:4]([Cl:6])[n:5]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10})	[NH:11]=[CH:12][NH2:13]	frozenset({11, 12, 13})	1	1	[['9', '11']]
199	C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N	[c:0]1([C:9](=[O:10])[N:11]=[CH:12][NH2:13])[c:1]([NH2:8])[n:2][c:3]([NH2:7])[c:4]([Cl:6])[n:5]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13})	[c:0]1([CH:9]=[O:10])[c:1]([NH2:8])[n:2][c:3]([NH2:7])[c:4]([Cl:6])[n:5]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10})	[NH:11]=[CH:12][NH2:13]	frozenset({11, 12, 13})	1	1	"[[""9"", ""11""]]"
200	C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N	[c:0]1([C:9](=[O:10])[N:11]=[CH:12][NH2:14])[c:1]([NH2:8])[n:2][c:3]([NH2:7])[c:4]([Cl:6])[n:5]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14})	[c:0]1([CH:9]=[O:10])[c:1]([NH2:8])[n:2][c:3]([NH2:7])[c:4]([Cl:6])[n:5]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10})	[NH:11]=[CH:12][NH2:14]	frozenset({11, 12, 14})	1	1	[['9', '11']]
201	C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N	[c:0]1([C:9](=[O:10])[N:11]=[CH:12][NH2:14])[c:1]([NH2:8])[n:2][c:3]([NH2:7])[c:4]([Cl:6])[n:5]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14})	[c:0]1([CH:9]=[O:10])[c:1]([NH2:8])[n:2][c:3]([NH2:7])[c:4]([Cl:6])[n:5]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10})	[NH:11]=[CH:12][NH2:14]	frozenset({11, 12, 14})	1	1	"[[""9"", ""11""]]"
202	C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N	[c:0]1([C:9](=[O:10])[N:11]=[C:12]([NH2:13])[NH2:14])[cH:1][n:2][c:3]([NH2:7])[c:4]([Cl:6])[n:5]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14})	[c:0]1([C:9](=[O:10])[NH2:11])[cH:1][n:2][c:3]([NH2:7])[c:4]([Cl:6])[n:5]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11})	[CH2:12]([NH2:13])[NH2:14]	frozenset({12, 13, 14})	1	1	[['11', '12']]
203	C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N	[c:0]1([C:9](=[O:10])[N:11]=[C:12]([NH2:13])[NH2:14])[cH:1][n:2][c:3]([NH2:7])[c:4]([Cl:6])[n:5]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14})	[c:0]1([C:9](=[O:10])[NH2:11])[cH:1][n:2][c:3]([NH2:7])[c:4]([Cl:6])[n:5]1	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11})	[CH2:12]([NH2:13])[NH2:14]	frozenset({12, 13, 14})	1	1	"[[""11"", ""12""]]"
204	C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N	[c:0]1([C:9](=[O:10])[N:11]=[C:12]([NH2:13])[NH2:14])[c:1]([NH2:8])[n:2][cH:3][c:4]([Cl:6])[n:5]1	frozenset({0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14})	[c:0]1([C:9](=[O:10])[NH2:11])[c:1]([NH2:8])[n:2][cH:3][c:4]([Cl:6])[n:5]1	frozenset({0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11})	[CH2:12]([NH2:13])[NH2:14]	frozenset({12, 13, 14})	1	1	[['11', '12']]
205	C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N	[c:0]1([C:9](=[O:10])[N:11]=[C:12]([NH2:13])[NH2:14])[c:1]([NH2:8])[n:2][cH:3][c:4]([Cl:6])[n:5]1	frozenset({0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14})	[c:0]1([C:9](=[O:10])[NH2:11])[c:1]([NH2:8])[n:2][cH:3][c:4]([Cl:6])[n:5]1	frozenset({0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11})	[CH2:12]([NH2:13])[NH2:14]	frozenset({12, 13, 14})	1	1	"[[""11"", ""12""]]"
206	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C	[CH3:0][c:1]1[c:2]([N:14]([CH3:15])[CH3:16])[c:3](=[O:4])[n:5](-[c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[n:6]1[CH3:7]	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16})	[CH3:0][c:1]1[cH:2][c:3](=[O:4])[n:5](-[c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[n:6]1[CH3:7]	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13})	[NH:14]([CH3:15])[CH3:16]	frozenset({16, 14, 15})	1	1	[['2', '14']]
207	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C	[CH3:0][c:1]1[c:2]([N:14]([CH3:15])[CH3:16])[c:3](=[O:4])[n:5](-[c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[n:6]1[CH3:7]	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16})	[CH3:0][c:1]1[cH:2][c:3](=[O:4])[n:5](-[c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[n:6]1[CH3:7]	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13})	[NH:14]([CH3:15])[CH3:16]	frozenset({16, 14, 15})	1	1	"[[""2"", ""14""]]"
208	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C	[CH3:0][c:1]1[c:2]([N:14]([CH3:15])[CH3:16])[c:3](=[O:4])[n:5](-[c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[n:6]1[CH3:7]	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16})	[CH3:0][cH:1][n:6]([n:5]([c:3]=[O:4])-[c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)[CH3:7]	frozenset({0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13})	[cH3:2][N:14]([CH3:15])[CH3:16]	frozenset({16, 2, 14, 15})	1	2	[['1', '2'], ['2', '3']]
209	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C	[CH3:0][c:1]1[c:2]([N:14]([CH3:15])[CH3:16])[c:3](=[O:4])[n:5](-[c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[n:6]1[CH3:7]	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16})	[CH3:0][cH:1][n:6]([n:5]([c:3]=[O:4])-[c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)[CH3:7]	frozenset({0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13})	[cH3:2][N:14]([CH3:15])[CH3:16]	frozenset({16, 2, 14, 15})	1	2	"[[""1"", ""2""], [""2"", ""3""]]"
210	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C	[CH3:0][c:1]1[c:2]([N:14]([CH3:15])[CH3:16])[c:3](=[O:4])[n:5](-[c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[n:6]1[CH3:7]	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16})	[cH:2]([c:3](=[O:4])[n:5]-[c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)[N:14]([CH3:15])[CH3:16]	frozenset({2, 3, 4, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16})	[CH3:0][cH:1][n:6][CH3:7]	frozenset({0, 1, 6, 7})	1	2	[['1', '2'], ['5', '6']]
211	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C	[CH3:0][c:1]1[c:2]([N:14]([CH3:15])[CH3:16])[c:3](=[O:4])[n:5](-[c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[n:6]1[CH3:7]	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16})	[cH:2]([c:3](=[O:4])[n:5]-[c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)[N:14]([CH3:15])[CH3:16]	frozenset({2, 3, 4, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16})	[CH3:0][cH:1][n:6][CH3:7]	frozenset({0, 1, 6, 7})	1	2	"[[""1"", ""2""], [""5"", ""6""]]"
212	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C	[CH3:0][c:1]1[c:2]([N:14]([CH3:15])[CH3:16])[c:3](=[O:4])[n:5](-[c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[n:6]1[CH3:7]	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16})	[CH3:0][c:1]([c:2]([c:3]=[O:4])[N:14]([CH3:15])[CH3:16])[n:6][CH3:7]	frozenset({0, 1, 2, 3, 4, 6, 7, 14, 15, 16})	[nH2:5]-[c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1	frozenset({5, 8, 9, 10, 11, 12, 13})	1	2	[['3', '5'], ['5', '6']]
213	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C	[CH3:0][c:1]1[c:2]([N:14]([CH3:15])[CH3:16])[c:3](=[O:4])[n:5](-[c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[n:6]1[CH3:7]	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16})	[CH3:0][c:1]([c:2]([c:3]=[O:4])[N:14]([CH3:15])[CH3:16])[n:6][CH3:7]	frozenset({0, 1, 2, 3, 4, 6, 7, 14, 15, 16})	[nH2:5]-[c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1	frozenset({5, 8, 9, 10, 11, 12, 13})	1	2	"[[""3"", ""5""], [""5"", ""6""]]"
214	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C	[CH3:0][c:1]1[c:2]([N:14]([CH3:15])[CH3:16])[c:3](=[O:4])[n:5](-[c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[n:6]1[CH3:7]	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16})	[CH3:0][c:1]([cH:2][N:14]([CH3:15])[CH3:16])[n:6][CH3:7]	frozenset({0, 1, 2, 6, 7, 14, 15, 16})	[c:3](=[O:4])[n:5]-[c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1	frozenset({3, 4, 5, 8, 9, 10, 11, 12, 13})	1	2	[['2', '3'], ['5', '6']]
215	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C	[CH3:0][c:1]1[c:2]([N:14]([CH3:15])[CH3:16])[c:3](=[O:4])[n:5](-[c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[n:6]1[CH3:7]	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16})	[CH3:0][c:1]([cH:2][N:14]([CH3:15])[CH3:16])[n:6][CH3:7]	frozenset({0, 1, 2, 6, 7, 14, 15, 16})	[c:3](=[O:4])[n:5]-[c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1	frozenset({3, 4, 5, 8, 9, 10, 11, 12, 13})	1	2	"[[""2"", ""3""], [""5"", ""6""]]"
216	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C	[CH3:0][c:1]([cH:2][N:14]([CH3:15])[CH3:16])[n:6][CH3:7]	frozenset({0, 1, 2, 6, 7, 14, 15, 16})	[CH3:0][c:1]([cH:2][NH:14][CH3:16])[n:6][CH3:7]	frozenset({0, 1, 2, 16, 6, 7, 14})	[CH4:15]	frozenset({15})	1	1	[['14', '15']]
217	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C	[CH3:0][c:1]([cH:2][N:14]([CH3:15])[CH3:16])[n:6][CH3:7]	frozenset({0, 1, 2, 6, 7, 14, 15, 16})	[CH3:0][c:1]([cH:2][NH:14][CH3:16])[n:6][CH3:7]	frozenset({0, 1, 2, 16, 6, 7, 14})	[CH4:15]	frozenset({15})	1	1	"[[""14"", ""15""]]"
218	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C	[CH3:0][c:1]([cH:2][N:14]([CH3:15])[CH3:16])[n:6][CH3:7]	frozenset({0, 1, 2, 6, 7, 14, 15, 16})	[CH3:0][c:1]([cH:2][NH:14][CH3:15])[n:6][CH3:7]	frozenset({0, 1, 2, 6, 7, 14, 15})	[CH4:16]	frozenset({16})	1	1	[['14', '16']]
219	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C	[CH3:0][c:1]([cH:2][N:14]([CH3:15])[CH3:16])[n:6][CH3:7]	frozenset({0, 1, 2, 6, 7, 14, 15, 16})	[CH3:0][c:1]([cH:2][NH:14][CH3:15])[n:6][CH3:7]	frozenset({0, 1, 2, 6, 7, 14, 15})	[CH4:16]	frozenset({16})	1	1	"[[""14"", ""16""]]"
220	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C	[CH3:0][c:1]([cH:2][N:14]([CH3:15])[CH3:16])[n:6][CH3:7]	frozenset({0, 1, 2, 6, 7, 14, 15, 16})	[CH3:0][c:1]([cH:2][N:14]([CH3:15])[CH3:16])[nH:6]	frozenset({0, 1, 2, 16, 6, 14, 15})	[CH4:7]	frozenset({7})	1	1	[['6', '7']]
221	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C	[CH3:0][c:1]([cH:2][N:14]([CH3:15])[CH3:16])[n:6][CH3:7]	frozenset({0, 1, 2, 6, 7, 14, 15, 16})	[CH3:0][c:1]([cH:2][N:14]([CH3:15])[CH3:16])[nH:6]	frozenset({0, 1, 2, 16, 6, 14, 15})	[CH4:7]	frozenset({7})	1	1	"[[""6"", ""7""]]"
222	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C	[CH3:0][c:1]([cH:2][N:14]([CH3:15])[CH3:16])[n:6][CH3:7]	frozenset({0, 1, 2, 6, 7, 14, 15, 16})	[cH:1]([cH:2][N:14]([CH3:15])[CH3:16])[n:6][CH3:7]	frozenset({16, 1, 2, 6, 7, 14, 15})	[CH4:0]	frozenset({0})	1	1	[['0', '1']]
223	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C	[CH3:0][c:1]([cH:2][N:14]([CH3:15])[CH3:16])[n:6][CH3:7]	frozenset({0, 1, 2, 6, 7, 14, 15, 16})	[cH:1]([cH:2][N:14]([CH3:15])[CH3:16])[n:6][CH3:7]	frozenset({16, 1, 2, 6, 7, 14, 15})	[CH4:0]	frozenset({0})	1	1	"[[""0"", ""1""]]"
224	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C	[CH3:0][c:1]([c:2]([c:3]=[O:4])[N:14]([CH3:15])[CH3:16])[n:6][CH3:7]	frozenset({0, 1, 2, 3, 4, 6, 7, 14, 15, 16})	[CH3:0][c:1]([cH:2][N:14]([CH3:15])[CH3:16])[n:6][CH3:7]	frozenset({0, 1, 2, 6, 7, 14, 15, 16})	[cH2:3]=[O:4]	frozenset({3, 4})	1	1	[['2', '3']]
225	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C	[CH3:0][c:1]([c:2]([c:3]=[O:4])[N:14]([CH3:15])[CH3:16])[n:6][CH3:7]	frozenset({0, 1, 2, 3, 4, 6, 7, 14, 15, 16})	[CH3:0][c:1]([cH:2][N:14]([CH3:15])[CH3:16])[n:6][CH3:7]	frozenset({0, 1, 2, 6, 7, 14, 15, 16})	[cH2:3]=[O:4]	frozenset({3, 4})	1	1	"[[""2"", ""3""]]"
226	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C	[CH3:0][c:1]1[cH:2][c:3](=[O:4])[n:5](-[c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[n:6]1[CH3:7]	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13})	[CH3:0][c:1]1[cH:2][c:3](=[O:4])[n:5](-[c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[n:6]1	frozenset({0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13})	[CH4:7]	frozenset({7})	1	1	[['6', '7']]
227	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C	[CH3:0][c:1]1[cH:2][c:3](=[O:4])[n:5](-[c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[n:6]1[CH3:7]	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13})	[CH3:0][c:1]1[cH:2][c:3](=[O:4])[n:5](-[c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[n:6]1	frozenset({0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13})	[CH4:7]	frozenset({7})	1	1	"[[""6"", ""7""]]"
228	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C	[CH3:0][c:1]1[cH:2][c:3](=[O:4])[n:5](-[c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[n:6]1[CH3:7]	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13})	[cH:1]1[cH:2][c:3](=[O:4])[n:5](-[c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[n:6]1[CH3:7]	frozenset({1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13})	[CH4:0]	frozenset({0})	1	1	[['0', '1']]
229	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C	[CH3:0][c:1]1[cH:2][c:3](=[O:4])[n:5](-[c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[n:6]1[CH3:7]	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13})	[cH:1]1[cH:2][c:3](=[O:4])[n:5](-[c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[n:6]1[CH3:7]	frozenset({1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13})	[CH4:0]	frozenset({0})	1	1	"[[""0"", ""1""]]"
230	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C	[CH3:0][c:1]1[cH:2][c:3](=[O:4])[n:5](-[c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[n:6]1[CH3:7]	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13})	[CH3:0][c:1]1[cH:2][c:3](=[O:4])[n:5](-[cH:8][cH2:13])[n:6]1[CH3:7]	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 13})	[cH2:9][cH:10][cH:11][cH2:12]	frozenset({9, 10, 11, 12})	1	2	[['8', '9'], ['12', '13']]
231	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C	[CH3:0][c:1]1[cH:2][c:3](=[O:4])[n:5](-[c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[n:6]1[CH3:7]	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13})	[CH3:0][c:1]1[cH:2][c:3](=[O:4])[n:5](-[cH:8][cH2:13])[n:6]1[CH3:7]	frozenset({0, 1, 2, 3, 4, 5, 6, 7, 8, 13})	[cH2:9][cH:10][cH:11][cH2:12]	frozenset({9, 10, 11, 12})	1	2	"[[""8"", ""9""], [""12"", ""13""]]"
